age,sex,seatbelt_use,drunk_driving,text_driving,drink_age,drink_freq,drink_binge
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,1,5,1,1,1,1,1
16,2,1,1,1,1,1,1
16,2,1,1,1,1,1,1
16,2,2,1,1,1,1,1
16,2,2,1,1,1,1,1
16,2,2,1,1,1,1,1
16,2,2,1,1,1,1,1
16,2,3,1,1,1,1,1
16,2,3,1,1,1,1,1
16,2,3,1,1,1,1,1
16,2,3,1,1,1,1,1
16,2,3,1,1,1,1,1
16,2,3,1,1,1,1,1
16,2,3,1,1,1,1,1
16,2,3,1,1,1,1,1
16,2,3,1,1,1,1,1
16,2,3,1,1,1,1,1
16,2,3,1,1,1,1,1
16,2,3,1,1,1,1,1
16,2,3,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,4,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,2,5,1,1,1,1,1
16,1,2,2,2,1,1,1
16,1,2,2,2,1,1,1
16,1,2,2,2,1,1,1
16,1,2,2,2,1,1,1
16,1,2,2,2,1,1,1
16,1,3,2,2,1,1,1
16,1,3,2,2,1,1,1
16,1,3,2,2,1,1,1
16,1,3,2,2,1,1,1
16,1,3,2,2,1,1,1
16,1,3,2,2,1,1,1
16,1,3,2,2,1,1,1
16,1,3,2,2,1,1,1
16,1,3,2,2,1,1,1
16,1,3,2,2,1,1,1
16,1,3,2,2,1,1,1
16,1,3,2,2,1,1,1
16,1,3,2,2,1,1,1
16,1,3,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,4,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,1,5,2,2,1,1,1
16,2,1,2,2,1,1,1
16,2,1,2,2,1,1,1
16,2,2,2,2,1,1,1
16,2,2,2,2,1,1,1
16,2,2,2,2,1,1,1
16,2,2,2,2,1,1,1
16,2,2,2,2,1,1,1
16,2,2,2,2,1,1,1
16,2,2,2,2,1,1,1
16,2,2,2,2,1,1,1
16,2,3,2,2,1,1,1
16,2,3,2,2,1,1,1
16,2,3,2,2,1,1,1
16,2,3,2,2,1,1,1
16,2,3,2,2,1,1,1
16,2,3,2,2,1,1,1
16,2,3,2,2,1,1,1
16,2,3,2,2,1,1,1
16,2,3,2,2,1,1,1
16,2,3,2,2,1,1,1
16,2,3,2,2,1,1,1
16,2,3,2,2,1,1,1
16,2,3,2,2,1,1,1
16,2,3,2,2,1,1,1
16,2,3,2,2,1,1,1
16,2,3,2,2,1,1,1
16,2,3,2,2,1,1,1
16,2,3,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,4,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,2,5,2,2,1,1,1
16,1,3,2,3,1,1,1
16,1,3,2,3,1,1,1
16,1,4,2,3,1,1,1
16,1,4,2,3,1,1,1
16,1,4,2,3,1,1,1
16,1,4,2,3,1,1,1
16,1,4,2,3,1,1,1
16,1,5,2,3,1,1,1
16,1,5,2,3,1,1,1
16,1,5,2,3,1,1,1
16,1,5,2,3,1,1,1
