age,sex,seatbelt_use,drunk_driving,text_driving,drink_age,drink_freq,drink_binge
16,1,5,2,3,1,1,1
16,1,5,2,3,1,1,1
16,1,5,2,3,1,1,1
16,1,5,2,3,1,1,1
16,1,5,2,3,1,1,1
16,1,5,2,3,1,1,1
16,1,5,2,3,1,1,1
16,1,5,2,3,1,1,1
16,1,5,2,3,1,1,1
16,1,5,2,3,1,1,1
16,1,5,2,3,1,1,1
16,1,5,2,3,1,1,1
16,1,5,2,3,1,1,1
16,1,5,2,3,1,1,1
16,1,5,2,3,1,1,1
16,2,2,2,3,1,1,1
16,2,2,2,3,1,1,1
16,2,3,2,3,1,1,1
16,2,3,2,3,1,1,1
16,2,3,2,3,1,1,1
16,2,4,2,3,1,1,1
16,2,4,2,3,1,1,1
16,2,4,2,3,1,1,1
16,2,4,2,3,1,1,1
16,2,4,2,3,1,1,1
16,2,4,2,3,1,1,1
16,2,4,2,3,1,1,1
16,2,4,2,3,1,1,1
16,2,4,2,3,1,1,1
16,2,5,2,3,1,1,1
16,2,5,2,3,1,1,1
16,2,5,2,3,1,1,1
16,2,5,2,3,1,1,1
16,2,5,2,3,1,1,1
16,2,5,2,3,1,1,1
16,2,5,2,3,1,1,1
16,2,5,2,3,1,1,1
16,2,5,2,3,1,1,1
16,2,5,2,3,1,1,1
16,2,5,2,3,1,1,1
16,2,5,2,3,1,1,1
16,2,5,2,3,1,1,1
16,2,5,2,3,1,1,1
16,2,5,2,3,1,1,1
16,2,5,2,3,1,1,1
16,2,5,2,3,1,1,1
16,2,5,2,3,1,1,1
16,2,5,2,3,1,1,1
16,1,4,2,4,1,1,1
16,1,5,2,4,1,1,1
16,1,5,2,4,1,1,1
16,1,5,2,4,1,1,1
16,2,2,2,4,1,1,1
16,2,3,2,4,1,1,1
16,2,3,2,4,1,1,1
16,2,3,2,4,1,1,1
16,2,4,2,4,1,1,1
16,2,4,2,4,1,1,1
16,2,4,2,4,1,1,1
16,2,4,2,4,1,1,1
16,2,5,2,4,1,1,1
16,2,5,2,4,1,1,1
16,2,5,2,4,1,1,1
16,2,5,2,4,1,1,1
16,2,5,2,4,1,1,1
16,2,5,2,4,1,1,1
16,2,5,2,4,1,1,1
16,2,5,2,4,1,1,1
16,1,3,2,5,1,1,1
16,1,4,2,5,1,1,1
16,2,2,2,5,1,1,1
16,2,4,2,5,1,1,1
16,2,5,2,5,1,1,1
16,2,5,2,5,1,1,1
16,2,5,2,5,1,1,1
16,2,5,2,5,1,1,1
16,2,5,2,5,1,1,1
16,1,3,2,6,1,1,1
16,1,4,2,6,1,1,1
16,1,4,2,6,1,1,1
16,1,4,2,6,1,1,1
16,1,5,2,6,1,1,1
16,1,5,2,6,1,1,1
16,1,5,2,6,1,1,1
16,1,5,2,6,1,1,1
16,1,5,2,6,1,1,1
16,2,4,2,6,1,1,1
16,2,4,2,6,1,1,1
16,2,4,2,6,1,1,1
16,2,5,2,6,1,1,1
16,2,5,2,6,1,1,1
16,2,5,2,6,1,1,1
16,2,5,2,6,1,1,1
16,1,4,2,7,1,1,1
16,2,3,2,7,1,1,1
16,1,3,2,8,1,1,1
16,1,3,2,8,1,1,1
16,1,3,2,8,1,1,1
16,1,4,2,8,1,1,1
16,1,4,2,8,1,1,1
16,1,4,2,8,1,1,1
16,1,5,2,8,1,1,1
16,1,5,2,8,1,1,1
16,2,2,2,8,1,1,1
16,2,4,2,8,1,1,1
16,2,4,2,8,1,1,1
16,2,4,2,8,1,1,1
16,2,4,2,8,1,1,1
16,2,5,2,8,1,1,1
16,2,5,2,8,1,1,1
16,2,5,2,8,1,1,1
16,1,4,1,1,2,1,1
16,1,4,1,1,2,1,1
16,1,4,1,1,2,1,1
16,1,5,1,1,2,1,1
16,1,5,1,1,2,1,1
16,1,5,1,1,2,1,1
16,1,5,1,1,2,1,1
16,1,5,1,1,2,1,1
16,1,5,1,1,2,1,1
16,2,3,1,1,2,1,1
16,2,4,1,1,2,1,1
16,2,4,1,1,2,1,1
16,2,4,1,1,2,1,1
16,2,4,1,1,2,1,1
16,2,5,1,1,2,1,1
16,2,5,1,1,2,1,1
16,2,5,1,1,2,1,1
16,2,5,1,1,2,1,1
16,2,5,1,1,2,1,1
16,1,4,2,2,2,1,1
16,1,4,2,2,2,1,1
16,1,4,2,2,2,1,1
16,1,4,2,2,2,1,1
16,1,4,2,2,2,1,1
16,1,5,2,2,2,1,1
16,1,5,2,2,2,1,1
16,1,5,2,2,2,1,1
16,1,5,2,2,2,1,1
16,1,5,2,2,2,1,1
16,1,5,2,2,2,1,1
16,1,5,2,2,2,1,1
16,1,5,2,2,2,1,1
16,2,2,2,2,2,1,1
16,2,2,2,2,2,1,1
16,2,3,2,2,2,1,1
16,2,3,2,2,2,1,1
16,2,4,2,2,2,1,1
16,2,4,2,2,2,1,1
16,2,4,2,2,2,1,1
16,2,4,2,2,2,1,1
16,2,5,2,2,2,1,1
16,2,5,2,2,2,1,1
16,2,5,2,2,2,1,1
16,2,5,2,2,2,1,1
16,2,5,2,2,2,1,1
16,2,5,2,2,2,1,1
16,2,5,2,2,2,1,1
16,1,5,2,3,2,1,1
16,2,1,2,4,2,1,1
16,2,5,2,4,2,1,1
16,2,5,2,5,2,1,1
16,2,3,2,8,2,1,1
16,1,3,1,1,3,1,1
16,1,4,1,1,3,1,1
16,1,4,1,1,3,1,1
16,1,4,1,1,3,1,1
16,1,5,1,1,3,1,1
16,1,5,1,1,3,1,1
16,1,5,1,1,3,1,1
16,2,2,1,1,3,1,1
16,2,2,1,1,3,1,1
16,2,4,1,1,3,1,1
16,2,4,1,1,3,1,1
16,2,4,1,1,3,1,1
16,2,5,1,1,3,1,1
16,1,4,2,2,3,1,1
16,1,5,2,2,3,1,1
16,1,5,2,2,3,1,1
16,2,2,2,2,3,1,1
16,2,3,2,2,3,1,1
16,2,4,2,2,3,1,1
16,2,5,2,2,3,1,1
16,2,5,2,2,3,1,1
16,2,5,2,2,3,1,1
16,2,5,2,2,3,1,1
16,1,3,2,3,3,1,1
16,2,4,2,3,3,1,1
16,1,4,2,6,3,1,1
16,1,5,2,8,3,1,1
16,1,3,1,1,4,1,1
16,1,3,1,1,4,1,1
16,1,3,1,1,4,1,1
16,1,3,1,1,4,1,1
16,1,4,1,1,4,1,1
16,1,4,1,1,4,1,1
16,1,4,1,1,4,1,1
16,1,4,1,1,4,1,1
16,1,4,1,1,4,1,1
16,1,4,1,1,4,1,1
16,1,4,1,1,4,1,1
16,1,5,1,1,4,1,1
16,1,5,1,1,4,1,1
16,1,5,1,1,4,1,1
16,1,5,1,1,4,1,1
16,1,5,1,1,4,1,1
16,2,2,1,1,4,1,1
16,2,3,1,1,4,1,1
16,2,3,1,1,4,1,1
16,2,4,1,1,4,1,1
16,2,4,1,1,4,1,1
16,2,4,1,1,4,1,1
16,2,4,1,1,4,1,1
16,2,4,1,1,4,1,1
16,2,4,1,1,4,1,1
16,2,4,1,1,4,1,1
16,2,5,1,1,4,1,1
16,2,5,1,1,4,1,1
16,2,5,1,1,4,1,1
16,2,5,1,1,4,1,1
16,2,5,1,1,4,1,1
16,2,5,1,1,4,1,1
16,2,5,1,1,4,1,1
16,2,5,1,1,4,1,1
16,1,2,2,2,4,1,1
16,1,3,2,2,4,1,1
16,1,4,2,2,4,1,1
16,1,4,2,2,4,1,1
16,1,4,2,2,4,1,1
16,1,5,2,2,4,1,1
16,1,5,2,2,4,1,1
16,1,5,2,2,4,1,1
16,1,5,2,2,4,1,1
16,1,5,2,2,4,1,1
16,1,5,2,2,4,1,1
16,1,5,2,2,4,1,1
16,1,5,2,2,4,1,1
16,2,1,2,2,4,1,1
16,2,2,2,2,4,1,1
16,2,3,2,2,4,1,1
16,2,3,2,2,4,1,1
16,2,3,2,2,4,1,1
16,2,4,2,2,4,1,1
16,2,4,2,2,4,1,1
16,2,4,2,2,4,1,1
16,2,4,2,2,4,1,1
16,2,4,2,2,4,1,1
16,2,4,2,2,4,1,1
16,2,4,2,2,4,1,1
16,2,5,2,2,4,1,1
16,2,5,2,2,4,1,1
16,2,5,2,2,4,1,1
16,2,5,2,2,4,1,1
16,2,5,2,2,4,1,1
16,2,5,2,2,4,1,1
16,2,5,2,2,4,1,1
16,2,5,2,2,4,1,1
16,2,5,2,2,4,1,1
16,2,5,2,2,4,1,1
16,2,5,2,2,4,1,1
16,2,5,2,2,4,1,1
16,1,2,2,3,4,1,1
16,1,3,2,3,4,1,1
16,1,4,2,3,4,1,1
16,1,4,2,3,4,1,1
16,1,5,2,3,4,1,1
16,1,5,2,3,4,1,1
16,1,5,2,3,4,1,1
16,2,4,2,3,4,1,1
16,2,5,2,3,4,1,1
16,2,5,2,3,4,1,1
16,1,2,2,4,4,1,1
16,2,5,2,4,4,1,1
16,2,5,2,4,4,1,1
16,1,5,2,6,4,1,1
16,2,5,2,7,4,1,1
16,1,2,2,8,4,1,1
16,2,2,2,8,4,1,1
16,1,2,1,1,5,1,1
16,1,2,1,1,5,1,1
16,1,2,1,1,5,1,1
16,1,2,1,1,5,1,1
16,1,2,1,1,5,1,1
16,1,3,1,1,5,1,1
16,1,3,1,1,5,1,1
16,1,3,1,1,5,1,1
16,1,3,1,1,5,1,1
16,1,3,1,1,5,1,1
16,1,3,1,1,5,1,1
16,1,3,1,1,5,1,1
16,1,3,1,1,5,1,1
16,1,3,1,1,5,1,1
16,1,4,1,1,5,1,1
16,1,4,1,1,5,1,1
16,1,4,1,1,5,1,1
16,1,4,1,1,5,1,1
16,1,4,1,1,5,1,1
16,1,4,1,1,5,1,1
16,1,4,1,1,5,1,1
16,1,4,1,1,5,1,1
16,1,4,1,1,5,1,1
16,1,4,1,1,5,1,1
16,1,4,1,1,5,1,1
16,1,4,1,1,5,1,1
16,1,4,1,1,5,1,1
16,1,4,1,1,5,1,1
16,1,4,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,1,5,1,1,5,1,1
16,2,1,1,1,5,1,1
16,2,2,1,1,5,1,1
16,2,2,1,1,5,1,1
16,2,3,1,1,5,1,1
16,2,3,1,1,5,1,1
16,2,3,1,1,5,1,1
16,2,3,1,1,5,1,1
16,2,4,1,1,5,1,1
16,2,4,1,1,5,1,1
16,2,4,1,1,5,1,1
16,2,4,1,1,5,1,1
16,2,4,1,1,5,1,1
16,2,4,1,1,5,1,1
16,2,4,1,1,5,1,1
16,2,4,1,1,5,1,1
16,2,4,1,1,5,1,1
16,2,5,1,1,5,1,1
16,2,5,1,1,5,1,1
16,2,5,1,1,5,1,1
16,2,5,1,1,5,1,1
16,2,5,1,1,5,1,1
16,2,5,1,1,5,1,1
16,2,5,1,1,5,1,1
16,2,5,1,1,5,1,1
16,2,5,1,1,5,1,1
16,2,5,1,1,5,1,1
16,2,5,1,1,5,1,1
16,2,5,1,1,5,1,1
16,2,5,1,1,5,1,1
16,2,5,1,1,5,1,1
16,2,5,1,1,5,1,1
16,2,5,1,1,5,1,1
16,1,1,2,2,5,1,1
16,1,2,2,2,5,1,1
16,1,2,2,2,5,1,1
16,1,2,2,2,5,1,1
16,1,3,2,2,5,1,1
16,1,3,2,2,5,1,1
16,1,3,2,2,5,1,1
16,1,3,2,2,5,1,1
16,1,3,2,2,5,1,1
16,1,3,2,2,5,1,1
16,1,4,2,2,5,1,1
16,1,4,2,2,5,1,1
16,1,4,2,2,5,1,1
16,1,4,2,2,5,1,1
16,1,4,2,2,5,1,1
16,1,4,2,2,5,1,1
16,1,4,2,2,5,1,1
16,1,4,2,2,5,1,1
16,1,4,2,2,5,1,1
16,1,4,2,2,5,1,1
16,1,4,2,2,5,1,1
16,1,4,2,2,5,1,1
16,1,4,2,2,5,1,1
16,1,4,2,2,5,1,1
16,1,4,2,2,5,1,1
16,1,4,2,2,5,1,1
16,1,4,2,2,5,1,1
16,1,4,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,1,5,2,2,5,1,1
16,2,2,2,2,5,1,1
16,2,3,2,2,5,1,1
16,2,3,2,2,5,1,1
16,2,3,2,2,5,1,1
16,2,3,2,2,5,1,1
16,2,3,2,2,5,1,1
16,2,3,2,2,5,1,1
16,2,3,2,2,5,1,1
16,2,3,2,2,5,1,1
16,2,3,2,2,5,1,1
16,2,4,2,2,5,1,1
16,2,4,2,2,5,1,1
16,2,4,2,2,5,1,1
16,2,4,2,2,5,1,1
16,2,4,2,2,5,1,1
16,2,4,2,2,5,1,1
16,2,4,2,2,5,1,1
16,2,5,2,2,5,1,1
16,2,5,2,2,5,1,1
16,2,5,2,2,5,1,1
16,2,5,2,2,5,1,1
16,2,5,2,2,5,1,1
16,2,5,2,2,5,1,1
16,2,5,2,2,5,1,1
16,2,5,2,2,5,1,1
16,2,5,2,2,5,1,1
16,2,5,2,2,5,1,1
16,2,5,2,2,5,1,1
16,2,5,2,2,5,1,1
16,2,5,2,2,5,1,1
16,2,5,2,2,5,1,1
16,2,5,2,2,5,1,1
16,2,5,2,2,5,1,1
16,2,5,2,2,5,1,1
16,2,5,2,2,5,1,1
16,2,5,2,2,5,1,1
16,2,5,2,2,5,1,1
16,2,5,2,2,5,1,1
16,2,5,2,2,5,1,1
16,2,5,2,2,5,1,1
16,2,5,2,2,5,1,1
16,1,3,2,3,5,1,1
16,1,4,2,3,5,1,1
16,1,5,2,3,5,1,1
16,1,5,2,3,5,1,1
16,1,5,2,3,5,1,1
16,1,5,2,3,5,1,1
16,2,3,2,3,5,1,1
16,2,4,2,3,5,1,1
16,2,4,2,3,5,1,1
16,2,4,2,3,5,1,1
16,2,4,2,3,5,1,1
16,2,4,2,3,5,1,1
16,2,5,2,3,5,1,1
16,2,5,2,3,5,1,1
16,2,5,2,3,5,1,1
16,2,5,2,3,5,1,1
16,2,5,2,3,5,1,1
16,2,5,2,3,5,1,1
16,1,5,2,4,5,1,1
16,1,5,2,4,5,1,1
16,1,5,2,4,5,1,1
16,2,3,2,4,5,1,1
16,2,3,2,4,5,1,1
16,2,4,2,4,5,1,1
16,2,5,2,4,5,1,1
16,2,5,2,4,5,1,1
16,1,5,2,5,5,1,1
16,2,5,2,5,5,1,1
16,1,3,2,6,5,1,1
16,1,5,2,6,5,1,1
16,2,4,2,6,5,1,1
16,1,3,2,7,5,1,1
16,1,5,2,7,5,1,1
16,1,5,2,8,5,1,1
16,2,1,2,8,5,1,1
16,2,4,2,8,5,1,1
16,2,5,2,8,5,1,1
16,1,2,1,1,6,1,1
16,1,2,1,1,6,1,1
16,1,3,1,1,6,1,1
16,1,3,1,1,6,1,1
16,1,3,1,1,6,1,1
16,1,3,1,1,6,1,1
16,1,3,1,1,6,1,1
16,1,3,1,1,6,1,1
16,1,4,1,1,6,1,1
16,1,4,1,1,6,1,1
16,1,4,1,1,6,1,1
16,1,4,1,1,6,1,1
16,1,4,1,1,6,1,1
16,1,4,1,1,6,1,1
16,1,4,1,1,6,1,1
16,1,4,1,1,6,1,1
16,1,4,1,1,6,1,1
16,1,4,1,1,6,1,1
16,1,4,1,1,6,1,1
16,1,4,1,1,6,1,1
16,1,4,1,1,6,1,1
16,1,4,1,1,6,1,1
16,1,4,1,1,6,1,1
16,1,4,1,1,6,1,1
16,1,4,1,1,6,1,1
16,1,4,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,1,5,1,1,6,1,1
16,2,2,1,1,6,1,1
16,2,2,1,1,6,1,1
16,2,3,1,1,6,1,1
16,2,3,1,1,6,1,1
16,2,3,1,1,6,1,1
16,2,3,1,1,6,1,1
16,2,3,1,1,6,1,1
16,2,4,1,1,6,1,1
16,2,4,1,1,6,1,1
16,2,4,1,1,6,1,1
16,2,4,1,1,6,1,1
16,2,4,1,1,6,1,1
16,2,4,1,1,6,1,1
16,2,4,1,1,6,1,1
16,2,4,1,1,6,1,1
16,2,4,1,1,6,1,1
16,2,4,1,1,6,1,1
16,2,4,1,1,6,1,1
16,2,4,1,1,6,1,1
16,2,4,1,1,6,1,1
16,2,4,1,1,6,1,1
16,2,4,1,1,6,1,1
16,2,4,1,1,6,1,1
16,2,4,1,1,6,1,1
16,2,4,1,1,6,1,1
16,2,4,1,1,6,1,1
16,2,4,1,1,6,1,1
16,2,4,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,2,5,1,1,6,1,1
16,1,1,2,2,6,1,1
16,1,3,2,2,6,1,1
16,1,3,2,2,6,1,1
16,1,3,2,2,6,1,1
16,1,3,2,2,6,1,1
16,1,3,2,2,6,1,1
16,1,4,2,2,6,1,1
16,1,4,2,2,6,1,1
16,1,4,2,2,6,1,1
16,1,4,2,2,6,1,1
16,1,4,2,2,6,1,1
16,1,4,2,2,6,1,1
16,1,4,2,2,6,1,1
16,1,4,2,2,6,1,1
16,1,4,2,2,6,1,1
16,1,4,2,2,6,1,1
16,1,4,2,2,6,1,1
16,1,4,2,2,6,1,1
16,1,4,2,2,6,1,1
16,1,4,2,2,6,1,1
16,1,4,2,2,6,1,1
16,1,4,2,2,6,1,1
16,1,4,2,2,6,1,1
16,1,4,2,2,6,1,1
16,1,4,2,2,6,1,1
16,1,4,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,1,5,2,2,6,1,1
16,2,2,2,2,6,1,1
16,2,2,2,2,6,1,1
16,2,2,2,2,6,1,1
16,2,2,2,2,6,1,1
16,2,2,2,2,6,1,1
16,2,3,2,2,6,1,1
16,2,3,2,2,6,1,1
16,2,3,2,2,6,1,1
16,2,3,2,2,6,1,1
16,2,3,2,2,6,1,1
16,2,3,2,2,6,1,1
16,2,3,2,2,6,1,1
16,2,3,2,2,6,1,1
16,2,3,2,2,6,1,1
16,2,4,2,2,6,1,1
16,2,4,2,2,6,1,1
16,2,4,2,2,6,1,1
16,2,4,2,2,6,1,1
16,2,4,2,2,6,1,1
16,2,4,2,2,6,1,1
16,2,4,2,2,6,1,1
16,2,4,2,2,6,1,1
16,2,4,2,2,6,1,1
16,2,4,2,2,6,1,1
16,2,4,2,2,6,1,1
16,2,4,2,2,6,1,1
16,2,4,2,2,6,1,1
16,2,4,2,2,6,1,1
16,2,4,2,2,6,1,1
16,2,4,2,2,6,1,1
16,2,4,2,2,6,1,1
16,2,4,2,2,6,1,1
16,2,4,2,2,6,1,1
16,2,4,2,2,6,1,1
16,2,4,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,2,5,2,2,6,1,1
16,1,3,2,3,6,1,1
16,1,4,2,3,6,1,1
16,1,4,2,3,6,1,1
16,1,4,2,3,6,1,1
16,1,5,2,3,6,1,1
16,1,5,2,3,6,1,1
16,1,5,2,3,6,1,1
16,1,5,2,3,6,1,1
16,1,5,2,3,6,1,1
16,1,5,2,3,6,1,1
16,1,5,2,3,6,1,1
16,1,5,2,3,6,1,1
16,1,5,2,3,6,1,1
16,2,2,2,3,6,1,1
16,2,3,2,3,6,1,1
16,2,3,2,3,6,1,1
16,2,4,2,3,6,1,1
16,2,4,2,3,6,1,1
16,2,4,2,3,6,1,1
16,2,4,2,3,6,1,1
16,2,5,2,3,6,1,1
16,2,5,2,3,6,1,1
16,2,5,2,3,6,1,1
16,2,5,2,3,6,1,1
16,2,5,2,3,6,1,1
16,2,5,2,3,6,1,1
16,1,3,2,4,6,1,1
16,1,4,2,4,6,1,1
16,1,4,2,4,6,1,1
16,1,4,2,4,6,1,1
16,1,4,2,4,6,1,1
16,1,4,2,4,6,1,1
16,1,5,2,4,6,1,1
16,1,5,2,4,6,1,1
16,1,5,2,4,6,1,1
16,1,5,2,4,6,1,1
16,1,5,2,4,6,1,1
16,2,4,2,4,6,1,1
16,2,5,2,4,6,1,1
16,2,5,2,4,6,1,1
16,1,4,2,5,6,1,1
16,1,4,2,5,6,1,1
16,1,4,2,5,6,1,1
16,1,5,2,5,6,1,1
16,1,5,2,5,6,1,1
16,2,5,2,5,6,1,1
16,1,4,2,6,6,1,1
16,1,5,2,6,6,1,1
16,1,5,2,6,6,1,1
16,2,4,2,6,6,1,1
16,1,5,2,7,6,1,1
16,2,3,2,7,6,1,1
16,2,3,2,7,6,1,1
16,2,4,2,7,6,1,1
16,2,5,2,7,6,1,1
16,2,5,2,7,6,1,1
16,2,5,2,7,6,1,1
16,2,5,2,7,6,1,1
16,1,2,2,8,6,1,1
16,1,4,2,8,6,1,1
16,1,5,2,8,6,1,1
16,1,5,2,8,6,1,1
16,1,5,2,8,6,1,1
16,2,1,2,8,6,1,1
16,2,2,2,8,6,1,1
16,2,2,2,8,6,1,1
16,2,4,2,8,6,1,1
16,2,4,2,8,6,1,1
16,2,4,2,8,6,1,1
16,2,5,2,8,6,1,1
16,1,4,1,1,1,2,1
16,1,4,1,1,1,2,1
16,1,4,1,1,1,2,1
16,1,5,2,2,1,2,1
16,1,5,2,2,1,2,1
16,2,4,2,2,1,2,1
16,2,5,2,2,1,2,1
16,1,4,2,3,1,2,1
16,1,2,1,1,2,2,1
16,1,3,1,1,2,2,1
16,1,3,1,1,2,2,1
16,1,4,1,1,2,2,1
16,1,4,1,1,2,2,1
16,1,5,1,1,2,2,1
